warlock	witch	0.46654497037078	0.40592454711708
impairment	damage	0.53233168081176	0.37222967398529
bunt	hit	0.58633276748434	0.38528444707611
engagement	employment	0.53417084336289	0.3474988543698
pie	pastry	0.61755808816308	0.69502918309106
agent	businessperson	0.21245151299386	0.16416319569488
friendship	relationship	0.73344944785836	0.73787680779144
lure	attraction	0.56025527331343	0.46817705038871
astrophysicist	astronomer	0.67699226370657	0.68812349341758
teaser	worker	0.34633989718853	0.011129039255539
guitarist	musician	0.81455502436223	0.79997843790862
rabbinate	priesthood	0.38835061538978	0.31275772920747
cubeb	cigarette	0.44124704655518	0.031790796823775
tincture	medicine	0.47265294060134	0.038718144609174
raft	float	0.5250976130487	0.42404404168191
shearwater	petrel	0.23348029083719	0.36410398655186
hypocrisy	insincerity	0.49454213054986	0.57791514887958
saver	owner	0.48808087500337	0.10165763695128
firestone	flint	0.28065635111062	0.22551368601557
greenery	leaf	0.47443161666456	0.25481956610386
slaveholder	holder	0.38003263623686	0.0036020416153566
kink	idea	0.6100434052106	-0.052475069183171
wind	talk	0.50914443246427	0.32552778139155
lotion	remedy	0.52173591263429	0.25473051401569
folly	trait	0.30296159961988	0.096659790059034
concubine	mistress	0.59444539776746	0.59850468503012
wall	difficulty	0.43356390273562	0.24482633540121
colt	male	0.47126896583068	0.24997884891494
indri	lemur	0.4261954817932	0.27156857833649
swashbuckling	demeanor	0.46963350566177	0.30742768355198
demodulation	reception	0.32616234275821	0.013286225737066
tailgater	driver	0.54676224637624	-0.16790412878463
lamina	plate	0.4969675375618	0.16912919295144
hemostasis	stop	0.44997528552646	-0.20260776567975
patristics	writing	0.66455136956359	-0.016974517783263
flambeau	torch	0.25131447791314	0.032720527351352
acceleration	speed	0.72242340712788	0.63432349533466
hopelessness	despair	0.75627654719302	0.85703920681379
jack	ball	0.55568064256936	0.3586598170028
television	broadcasting	0.54549019568177	0.74866708011861
oracle	prophecy	0.17488102550912	0.0020995883440752
runway	chute	0.29354112780966	0.32633400637584
bent	endowment	0.19694383425992	0.1222345955046
beginning	point	0.71852685350232	0.57713490308489
manner	property	0.52874131581811	0.37265568564719
screwdriver	cocktail	0.41670364218587	0.14068018504539
trapezoid	quadrilateral	0.21161946153269	0.49727172687624
ordination	appointment	0.68565977476817	0.49459615877802
east	direction	0.66966870106286	0.50075226350901
infielder	fielder	0.3668023009106	0.71047126984703
vegan	vegetarian	0.66228608966319	0.81629055814163
lenience	tolerance	0.59676126412821	0.292069614432
coon	rustic	0.40112252855535	0.097215370949222
anticlimax	fall	0.52355102831949	-0.012563524120251
vogue	taste	0.49597754450408	0.161005792894
radioisotope	isotope	0.48739361755991	0.49052093063602
fingerprinting	procedure	0.65471063454225	0.33908031438122
repressor	agent	0.45714518136157	0.0056841286428401
amortization	decrease	0.60907598539513	0.25565372233857
coxsackievirus	enterovirus	0.34050512829944	0.46979728188405
formalization	systematization	-0.014642130307136	0.57719030306423
advantage	benefit	0.69615151928739	0.58457566742236
mining	defense	0.47192610990195	0.21014675969856
schism	division	0.35941376851384	0.088384935593375
acrobat	athlete	0.50858167663308	0.13181766521398
strap	whip	0.27805268431143	0.23489626345714
curb	bit	0.47359021057996	0.22509061676401
cast	solid	0.59311588886895	0.46952379932915
maranta	herb	0.50293898435389	-0.15748278909764
malevolence	hate	0.53240180006382	0.060081592939983
aftermath	consequence	0.7249145895296	0.42788426146734
beverage	liquid	0.5280188706095	0.35809930196841
organism	system	0.62729548619929	0.29692397353058
mother-of-pearl	shell	0.49736257601915	0.16952139478643
face	appearance	0.66651017663189	0.54686271726001
sweepstakes	lottery	0.50830709164771	0.55467278434361
epigenesis	metamorphism	0.10455710972392	0.15383259276918
oilcloth	fabric	0.70059285198884	0.22649417134707
poinsettia	spurge	0.13248776735431	0.21453093805407
ratite	bird	0.60591494831944	0.16469491957577
meningioma	tumor	0.71239445676319	0.38605482471797
almond	drupe	0.4112084660877	0.2563611935362
band	adornment	0.037395046791768	-0.10586159885731
birth	change	0.73685973073889	0.41027676954044
navigation	transportation	0.60263182174011	0.5017966113297
opposition	direction	0.563194313725	0.31119647619103
archaeopteryx	bird	0.62115138628331	0.43864671610054
conventionality	unoriginality	-0.12323836278768	0.71991369883053
spasm	symptom	0.6151750370663	0.41989281007674
dish	container	0.4973575414933	0.37955598424893
neutering	sterilization	0.49718806815653	0.45886801518421
martinet	authoritarian	0.2903730618666	0.10610215044362
mask	disguise	0.56292792715395	0.6893788924059
doublespeak	evasion	0.3139652855483	0.08855077242787
schoolbag	bag	0.64805996518141	0.097544752124422
donna	woman	0.74759724190677	0.38248299474608
cementite	compound	0.56998722762252	-0.086789960396134
advisability	wisdom	0.52662998795923	0.12994611884995
municipality	gathering	0.48574655369521	0.046318387726424
end	ending	0.73689522889538	0.81700818033022
totara	conifer	0.3680863026119	0.24719977598392
authorization	management	0.62564334965492	0.27674345054582
understanding	knowing	0.5838871060595	0.52515595451522
susceptibility	condition	0.52234199688912	0.16695692161636
prettiness	beauty	0.57835718841502	0.18071919424689
playpen	enclosure	0.40661990539429	0.18575218011651
shaver	razor	0.28756567533899	0.14596715797562
cup	trophy	0.46818805442804	0.66359677400371
conflict	ambivalence	0.32457149600843	0.21810269820549
stroke	locomotion	0.058732948838908	0.0087204216523531
gypsum	mineral	0.68108189770634	0.50444311435262
waterline	line	0.67664815796505	0.16584537621785
helix	curve	0.52271554759122	0.3882640513159
copyist	employee	0.60606191530636	0.088985398914965
designation	determination	0.48904186457979	0.15836661778218
lubrication	application	0.60097598811752	0.13928045426669
aliyah	immigration	0.47021126046317	0.19345238370319
confluence	blend	0.40158748172624	0.16940658207008
precipitation	acceleration	0.47366926085832	0.29935494605705
pyrrhotite	mineral	0.50375253046785	0.15635388313027
sleepwalking	walk	0.36949804027606	0.062550628973257
pretzel	cracker	0.4776363627864	0.46992748501435
tomahawk	weapon	0.61533791701525	0.36662603961378
liberty	freedom	0.69677445458397	0.71681923921568
realization	understanding	0.73804652789055	0.66424578224176
strike	score	0.40110417559595	0.3321427576814
amethyst	quartz	0.45178287967314	0.48186551402548
backseat	inferiority	0.189441597425	0.14806004403709
deletion	removal	0.57556489956933	0.32173483501971
stoup	basin	0.49356937066575	0.11687619571124
lunch	meal	0.68419021097758	0.71987752958858
infinitesimal	variable	0.52108699810903	0.40773975726532
