seascape	painting	0.66067265323986	0.30689472119803
irradiation	spread	0.49286211828396	0.17556887265788
naturopath	therapist	0.66660838281578	0.24822664597741
liberal	adult	0.49333067125709	0.31306963195189
clout	target	0.53750321699582	0.22675985097891
sibyl	prophet	0.21538971260444	0.1357754535892
trencher	digger	0.21130728445518	0.077922291071978
moment	statistic	0.32371224329596	0.27815637895655
couple	two	0.73225860461309	0.69267397338597
web	membrane	0.23861508116996	0.09522901071428
nystatin	antibiotic	0.62109510829376	0.12281612050982
activism	policy	0.69256892786581	0.38892653092312
gamine	girl	0.71956070431723	0.139275644557
romper	garment	0.44365631556459	0.19406649436638
booby	gannet	-0.069055891040728	0.083337538879597
concreteness	materiality	0.30247788921588	0.49550084266726
responsibility	trustworthiness	0.22196876235593	0.21902756109499
blemish	appearance	0.53744310048198	0.23164861302419
presupposition	supposition	0.40855183346457	0.50824119242997
mantle	epidermis	0.19950342775508	0.34124276358333
proclivity	inclination	0.56583430396393	0.50210977862386
swivel	coupling	0.25417921211364	0.12286786148457
pussycat	person	0.4699428611877	-0.056919942330347
tinsel	thread	0.54882842056155	0.28207967746948
oligarch	ruler	0.46069262914663	0.28651006249381
bailor	deliverer	0.054323301376749	0.32112708750683
exuberance	liveliness	0.39451361216843	0.42130577171591
disappearance	departure	0.51378540763822	0.38914746283132
album	book	0.64678795436409	0.57306330198695
aliquot	divisor	0.077288372968965	0.24919483626959
effluent	waste	0.73660491072883	0.52625094199745
barbette	mound	0.39396404225254	0.08589303490519
impeller	blade	0.56883553738313	0.37696873062823
regionalism	loyalty	0.4599764804149	0.042998490100718
horn	process	0.48822706446486	0.19366791697473
leatherleaf	shrub	0.56330598570182	0.076924588433493
bract	husk	0.18351184622495	0.23248015317107
coaching	employment	0.52813458770092	0.33395475700603
displacement	movement	0.49450720993009	0.25899291807799
strictness	conscientiousness	0.16970663878028	0.39242595387578
extradition	surrender	0.52696469492246	0.52705372137555
washroom	toilet	0.54704701375123	0.45966369664245
cob	swan	0.29269527388832	0.041019929142084
grantor	granter	-0.22297278127771	0.36085523445127
marc	brandy	0.18138278157178	0.087796925931765
turtleneck	jersey	0.36089183122377	0.29360436828081
fraternization	association	0.1422860436938	-0.15668639194272
astringent	medicine	0.58232944840873	0.0034496180443165
sordidness	dirtiness	-0.010873041592388	0.68325955795846
punster	humorist	0.34000882394204	0.20584080375888
recidivist	criminal	0.49542869572867	0.059478246339438
sound	happening	0.49359529581758	0.4213944536411
delusion	deception	0.539834353941	0.47806089077525
mastitis	inflammation	0.74242961598367	0.42915353774342
breadstick	bread	0.49372353392738	0.073329933355781
acceptation	acceptance	0.62343210733489	0.04237956677341
substation	station	0.63900897535819	0.38829920140896
ewe	sheep	0.48161282655918	0.22969250086136
contretemps	brush	0.30764509161013	-0.0065687044242235
briber	criminal	0.35472987712008	-0.17702153574973
rhizopus	mold	0.5567051833736	0.084605547166046
meerschaum	pipe	0.721733266237	0.37460755737367
kneel	motion	0.43823864176341	-0.034950378291242
hair	process	0.50442583561823	0.27840260318293
bulrush	rush	-0.00050961068740869	-0.16116180574301
sphinx	person	0.46317166966639	-0.065607585109408
southland	region	0.55571664079203	0.24456043303867
flatbread	bread	0.77833951764852	0.51578809228825
nightlife	diversion	0.31173483999026	0.14186334316829
arrears	indebtedness	0.40842480206401	0.5443295572082
vesicle	sac	0.24487894641644	0.066331807043383
joint	spot	0.58621128169587	0.3111548844711
anchovy	fish	0.80810090290761	0.3990021090518
extinction	conditioning	0.15923104393727	-0.029396880712403
thinker	intellectual	0.65849225130956	0.43438420979166
fusillade	fire	0.67804955509618	0.2318646005849
variation	thing	0.63988859066449	0.30291579396861
allegation	accusation	0.72253475120001	0.94227248710377
magic	supernaturalism	-0.2070572109506	0.020756612846455
freestyle	race	0.66936650048651	0.476061827041
worker	person	0.73650217887399	0.51823595549849
caliph	ruler	0.59481847202634	0.48406392503221
business	aim	0.62379677029719	0.45551522163181
way	condition	0.56733018191828	0.44820892466546
gasp	inhalation	0.17028398099692	0.1273999635887
vessel	container	0.55486370724473	0.6353787462517
oratory	address	0.55730508015825	0.1936481673934
exposure	abandonment	0.33159038895975	0.20558753946486
clique	set	0.62779608316906	0.065589321195932
iodide	halide	0.45183333958684	0.55181124646697
pedestal	status	0.40917436085485	0.062077312364614
draft	pull	0.53924022576591	0.28793238702116
tutorial	session	0.60291532310248	0.25500257584465
naughtiness	disobedience	0.32845421034913	0.13714424703377
taco	dish	0.71998241837549	0.45489471452266
scoop	shovel	0.42960536694773	0.50572915413708
lift	layer	0.36877698009474	0.19807833178379
shirtdress	dress	0.63691275665776	0.20236402242316
inhabitant	person	0.78263279366378	0.34804743557235
member	associate	0.52565515843951	0.63008022561202
